635520	102354	1158	26904
639374	98465	1204	26893
636059	101853	1299	26725
639853	97938	1293	26852
652431	85421	1447	26637
656483	81431	1417	26605
638618	99081	1147	27090
620858	116891	936	27251
592182	145651	734	27369
628747	109265	1059	26865
656017	82000	1595	26324
652760	85098	1631	26447
645356	92712	1285	26583
635064	102809	1065	26998
641440	96692	1169	26635
609369	128341	798	27428
603328	134568	759	27281
643997	93695	1240	27004
642590	95442	1083	26821
649685	88121	1500	26630
601826	136350	755	27005
608302	129501	790	27343
625322	112585	988	27041
620178	117722	826	27210
620472	117452	853	27159
632381	105649	1233	26673
642907	94837	1142	27050
654044	83741	1511	26640
638950	98935	1198	26853
618846	118886	952	27252
599698	137986	719	27533
646579	91271	1514	26572
628149	109743	1009	27035
638585	99550	1245	26556
637630	100251	1033	27022
643989	93785	1335	26827
637618	100420	1150	26748
657032	80923	1622	26359
642668	95163	1141	26964
641837	96098	1286	26715
623178	114692	830	27236
504034	233740	439	27723
626662	111063	961	27250
646806	91025	1344	26761
650731	87188	1287	26730
612087	125695	802	27352
644087	93576	1250	27023
634628	103394	1054	26860
653309	84439	1480	26708
649317	88622	1396	26601
598500	139321	673	27442
625828	112298	1074	26736
583244	154455	621	27616
633832	103924	1091	27089
643687	94057	1508	26684
632881	104783	912	27360
629858	108076	1180	26822
587192	150624	565	27555
629704	108331	1032	26869
638283	99610	1154	26889
624081	113756	931	27168
608931	128667	768	27570
635122	102915	1395	26504
630493	107397	948	27098
628307	109810	1051	26768
641140	96923	1111	26762
638815	99314	1159	26648
612466	125530	841	27099
625708	112195	983	27050
619557	118122	840	27417
632263	105683	1021	26969
609344	128510	637	27445
624221	113615	1664	26436
619253	118519	951	27213
617358	120715	786	27077
624614	113071	906	27345
625574	112302	937	27123
580994	156920	574	27448
619749	117954	908	27325
634610	103125	941	27260
641646	96057	1129	27104
630756	107041	1072	27067
610756	127098	792	27290
618280	119439	888	27329
613775	124117	812	27232
606595	131373	820	27148
600019	137865	737	27315
641879	96020	1141	26896
620944	116932	861	27199
633316	104524	1106	26990
595929	141882	626	27499
598023	139677	764	27472
620383	117466	819	27268
610111	127827	913	27085
624130	113691	1318	26797
622299	115521	838	27278
614569	123180	807	27380
630014	107741	981	27200
622747	115047	966	27176
621207	116683	788	27258
623176	114536	952	27272
605172	132836	669	27259
641198	96547	1251	26940
625074	112705	949	27208
611274	126489	863	27310
627791	110026	947	27172
597380	140723	589	27244
610006	128124	680	27126
615844	122019	715	27358
608428	129486	782	27240
637038	100870	1175	26853
643153	94846	1383	26554
634333	103833	1053	26717
622262	115571	956	27147
633203	104738	990	27005
645153	92709	1229	26845
575482	162274	455	27725
619393	118480	813	27250
633884	103958	966	27128
609683	128139	765	27349
627010	110577	1029	27320
629195	108622	1106	27013
640342	97570	1240	26784
635513	102413	1083	26927
627914	109941	983	27098
584258	153571	545	27562
621903	115964	832	27237
621079	116835	811	27211
613926	124027	737	27246
633790	103976	939	27231
614325	123690	839	27082
608302	129646	663	27325
628067	109782	940	27147
615868	122140	780	27148
584024	153837	568	27507
634614	103169	1060	27093
595274	142485	880	27297
630900	107029	949	27058
641101	96834	1123	26878
611402	126747	687	27100
616975	120979	780	27202
613416	124484	853	27183
630785	106848	1023	27280
602625	135187	650	27474
604296	133559	691	27390
638712	99178	1018	27028
602887	134954	735	27360
631341	106411	1011	27173
584883	152922	468	27663
642013	96054	1094	26775
621576	116303	808	27249
632635	105009	972	27320
631918	105917	1028	27073
637078	100765	1152	26941
637643	100204	1317	26772
616230	121287	851	27568
609239	128815	745	27137
608672	129199	746	27319
629063	108878	924	27071
629546	108268	1103	27019
628224	109952	921	26839
635593	102299	1122	26922
619034	118944	877	27081
620777	117098	838	27223
619632	118148	857	27299
621310	116483	901	27242
617482	120447	824	27183
595008	142830	652	27446
651675	86076	1401	26784
611891	125920	815	27310
622883	115064	911	27078
618747	118877	706	27606
629734	108358	1000	26844
623515	114302	868	27251
632515	105483	975	26963
603259	134806	708	27163
630638	107287	1067	26944
623972	113912	751	27301
606321	131616	768	27231
608748	129267	716	27205
388646	349234	173	27883
625934	111893	922	27187
620001	117701	779	27455
589342	148531	553	27510
616850	121041	729	27316
594215	143628	518	27575
607092	130856	579	27409
631964	105827	962	27183
593748	144108	652	27428
609152	128800	736	27248
630664	107110	969	27193
604274	133705	716	27241
622775	115233	880	27048
631034	107009	966	26927
625419	112673	740	27104
602260	135556	577	27543
620062	117707	754	27413
583273	154693	501	27469
602880	135023	744	27289
614286	123551	756	27343
618120	119605	806	27405
621838	115871	828	27399
600180	137860	659	27237
581469	156198	892	27377
620435	117280	951	27270
621679	116499	718	27040
609306	128429	720	27481
617022	120849	780	27285
607519	130152	736	27529
594974	142850	565	27547
590110	147674	549	27603
599155	138861	510	27410
607783	130092	712	27349
626120	111711	894	27211
619177	118812	802	27145
622118	115748	1027	27043
621032	116745	892	27267
604568	133297	673	27398
628356	109354	845	27381
607027	130991	684	27234
639693	98148	1095	27000
629985	107791	911	27249
591743	146242	547	27404
623405	114315	832	27384
625634	112341	854	27107
635737	102225	979	26995
621734	116128	875	27199
608653	129168	648	27467
631639	106096	932	27269
607596	130144	855	27341
623513	114385	915	27123
623959	114080	883	27014
605051	132952	586	27347
619375	118451	899	27211
597067	140613	496	27760
574827	163071	553	27485
616917	121075	747	27197
600847	136981	548	27560
586000	151792	509	27635
599811	138052	899	27174
615462	122176	909	27389
618158	119782	817	27179
597024	140769	655	27488
618071	119724	751	27390
607642	130244	785	27265
619493	118330	792	27321
623715	114293	836	27092
624890	113021	951	27074
612702	125355	723	27156
615579	122318	797	27242
617972	119999	730	27235
611705	126194	696	27341
616834	120850	1015	27237
595670	142227	544	27495
600652	137239	608	27437
595754	141946	543	27693
600596	137306	617	27417
576369	161442	631	27494
613597	124088	730	27521
584341	153629	479	27487
595856	142142	651	27287
615921	121937	881	27197
614742	123046	818	27330
644246	93540	1307	26843
611260	126636	771	27269
605190	132508	597	27641
622321	115541	886	27188
615038	123047	929	26922
567512	170391	442	27591
601580	136157	807	27392
633458	104410	1232	26836
599311	138542	568	27515
621762	116028	779	27367
577578	160093	504	27761
591570	146346	559	27461
618024	119692	839	27381
614461	123338	1042	27095
587414	150343	545	27634
617682	120385	808	27061
618921	118978	713	27324
599966	137767	758	27445
578650	159134	570	27582
603041	134727	647	27521
613701	124176	737	27322
576824	160931	489	27692
617131	120390	794	27621
628750	109133	805	27248
589337	148604	568	27427
617010	120935	729	27262
630824	107167	920	27025
603148	134756	571	27461
593013	144869	553	27501
612871	124880	616	27569
605207	132679	686	27364
609170	128864	813	27089
634305	103403	985	27243
620483	117296	740	27417
582569	155052	468	27847
585675	152124	505	27632
606752	131242	636	27306
601360	136288	794	27494
614626	123197	766	27347
603213	134673	646	27404
605689	132135	614	27498
628601	109246	923	27166
587400	150663	745	27128
630141	107676	854	27265
624155	113706	841	27234
606701	131004	590	27641
593930	144072	538	27396
585673	152082	430	27751
587594	150272	701	27369
599173	138797	547	27419
609663	127889	612	27772
538905	198731	308	27992
609458	128336	732	27410
595143	142806	620	27367
609462	128220	728	27526
612440	125298	722	27476
610454	127299	808	27375
608422	129215	673	27626
620741	117262	738	27195
603074	134785	675	27402
555108	182464	401	27963
582894	154986	506	27550
604860	133125	688	27263
593414	144418	476	27628
584901	153365	496	27174
591589	146140	460	27747
619025	118912	800	27199
608945	128796	638	27557
600782	137079	507	27568
591318	146522	536	27560
579959	157791	468	27718
596363	141479	636	27458
602997	135092	586	27261
573350	164447	456	27683
589561	148281	493	27601
617613	120236	740	27347
595521	142318	679	27418
623268	114504	799	27365
584758	153234	420	27524
634602	103392	1099	26843
610803	127110	737	27286
598731	139108	736	27361
591564	146174	529	27669
620908	117131	801	27096
592357	145525	464	27590
617086	120849	810	27191
610165	127750	709	27312
588128	149746	505	27557
612752	125026	728	27430
614138	123486	760	27552
608771	129077	750	27338
595985	141661	592	27698
584089	153926	517	27404
612258	125661	677	27340
601050	136828	590	27468
599962	137920	665	27389
542041	195760	359	27776
605102	132708	574	27552
570426	167374	1018	27118
625307	112465	839	27325
599920	137838	697	27481
612746	125090	875	27225
592976	144946	482	27532
587882	150144	456	27454
595019	142591	537	27789
590896	146757	569	27714
584558	153401	451	27526
582209	155626	566	27535
619844	118013	696	27383
592311	145471	543	27611
587441	150285	538	27672
595449	142505	599	27383
579389	158272	421	27854
627122	110779	879	27156
598423	139516	543	27454
593955	144064	565	27352
574055	163677	364	27840
620834	117179	876	27047
603789	134020	562	27565
578067	159634	403	27832
619749	118132	732	27323
577762	160002	457	27715
591804	146075	616	27441
591850	145976	571	27539
590451	147437	521	27527
577454	160467	1147	26868
562237	175542	370	27787
567482	170376	783	27295
606140	131550	661	27585
608349	129621	653	27313
580105	157664	378	27789
595463	142301	618	27554
602557	135396	533	27450
594845	143153	481	27457
539076	198763	260	27837
591219	146747	524	27446
608587	128943	744	27662
606583	131448	589	27316
592507	145324	551	27554
578287	159480	464	27705
602806	135125	650	27355
600428	137339	505	27664
596573	141223	572	27568
608174	129635	658	27469
582288	155469	483	27696
585615	152303	542	27476
614247	123679	809	27201
613089	124680	719	27448
608588	128981	887	27480
604108	133846	667	27315
587917	149995	459	27565
520001	217834	333	27768
605028	132585	621	27702
622554	115255	957	27170
608387	129421	761	27367
583794	154138	501	27503
609491	128189	714	27542
581470	156503	453	27510
606862	131060	696	27318
594091	143593	493	27759
562461	175260	358	27857
577286	160481	362	27807
584735	153011	527	27663
559056	178920	487	27473
590368	147455	494	27619
582496	155532	573	27335
589536	148142	591	27667
585261	152387	502	27786
607512	130414	697	27313
600095	137832	598	27411
576857	161032	392	27655
609470	128483	680	27303
568941	168852	342	27801
555784	182088	398	27666
619329	118359	716	27532
587674	150031	575	27656
597524	140115	532	27765
579648	158175	439	27674
561009	176705	557	27665
570485	167577	369	27505
597187	140780	492	27477
606010	131913	703	27310
586293	151487	462	27694
558543	179311	633	27449
588582	149174	608	27572
580625	156983	427	27901
627274	110474	1076	27112
578628	158943	423	27942
562823	174932	366	27815
611651	126248	603	27434
614838	123029	878	27191
586327	151480	491	27638
582037	155787	414	27698
578636	159148	401	27751
575675	162187	488	27586
592956	144955	532	27493
582494	155364	632	27446
592651	145145	521	27619
578028	159875	349	27684
580652	157216	380	27688
556471	181525	315	27625
