1000	count	0.0	737723	0	28213	0	0.9631653297403439	184605	0	6885	0	0.9640451198496005	369370	0	14498	0	0.9622318088509592
1000	freq	0.0	737833	0	28103	0	0.9633089448726787	184495	0	6995	0	0.9634706773199645	369370	0	14498	0	0.9622318088509592
1000	count	0.10517091807564771	737888	0	28048	0	0.963380752438846	184440	0	7050	0	0.9631834560551464	369370	0	14498	0	0.9622318088509592
1000	freq	0.10517091807564771	737689	0	28247	0	0.9631209396085313	184639	0	6851	0	0.9642226748133061	369370	0	14498	0	0.9622318088509592
1000	count	0.22140275816016985	737784	0	28152	0	0.963244970859184	184544	0	6946	0	0.9637265653558933	369370	0	14497	1	0.9622344139131159
1000	freq	0.22140275816016985	737841	0	28095	0	0.9633193896095757	184487	0	7003	0	0.9634288996814455	369370	0	14498	0	0.9622318088509592
1000	count	0.3498588075760032	737811	40	27871	214	0.9635596185582085	184470	7	6969	44	0.9635698992114471	369347	23	14395	103	0.9624402138235019
1000	freq	0.3498588075760032	737890	0	28046	0	0.9633833636230703	184438	0	7052	0	0.9631730116455167	369370	0	14498	0	0.9622318088509592
1000	count	0.49182469764127035	737687	138	27404	707	0.9640413820475863	184465	38	6839	148	0.9640868974881195	369278	92	14236	262	0.9626746694176123
1000	freq	0.49182469764127035	737787	0	28149	0	0.9632488876355204	184541	0	6949	0	0.9637108987414487	369370	0	14498	0	0.9622318088509592
1000	count	0.6487212707001282	737411	198	26844	1483	0.9646941781036535	184669	50	6385	386	0.9663951120162932	369240	130	13888	610	0.9634822386862151
1000	freq	0.6487212707001282	737980	0	27956	0	0.9635008669131625	184348	0	7142	0	0.9627030132121782	369370	0	14498	0	0.9622318088509592
1000	count	0.8221188003905089	737426	480	24714	3316	0.9671069123268785	184283	139	6259	809	0.9665883335944436	369026	344	13257	1241	0.9645685496055936
1000	freq	0.8221188003905089	737925	0	28011	0	0.9634290593469951	184403	0	7087	0	0.9629902344769962	369370	0	14498	0	0.9622318088509592
1000	count	1.0137527074704766	736744	1080	22707	5405	0.968943880428652	184239	265	5573	1413	0.9695127682907724	368631	739	12461	2037	0.9656131795304636
1000	freq	1.0137527074704766	737828	0	28108	0	0.9633024169121179	184500	0	6990	0	0.9634967883440388	369370	0	14498	0	0.9622318088509592
1000	count	1.2255409284924679	736290	1449	21341	6856	0.9702455557644503	184233	356	5303	1598	0.9704475429526346	368330	1040	11927	2571	0.9662201590129941
1000	freq	1.2255409284924679	738047	0	27889	0	0.9635883415846754	184281	0	7209	0	0.9623531254895817	369370	0	14498	0	0.9622318088509592
1000	count	1.4596031111569499	735493	2303	18325	9815	0.9730682459108855	183933	599	4569	2389	0.9730116455167371	367536	1834	10583	3915	0.9676529431992247
1000	freq	1.4596031111569499	737911	0	28025	0	0.9634107810574252	184417	0	7073	0	0.9630633453444044	369370	0	14498	0	0.9622318088509592
1000	count	1.718281828459045	734322	3360	16732	11522	0.9737680432829897	183746	900	4075	2769	0.9740195310460076	366766	2604	9841	4657	0.9675800014588348
1000	freq	1.718281828459045	737992	0	27944	0	0.9635165340185081	184336	0	7154	0	0.9626403467543997	369370	0	14498	0	0.9622318088509592
1000	count	2.0041660239464334	734416	3511	16164	11845	0.9743124751937499	183483	918	4023	3066	0.9741970860097133	366587	2783	9536	4962	0.9679082392905894
1000	freq	2.0041660239464334	738017	0	27919	0	0.9635491738213114	184311	0	7179	0	0.9625097916340278	369370	0	14498	0	0.9622318088509592
1000	count	2.3201169227365472	732477	5211	14015	14233	0.9748986860520984	183355	1285	3427	3423	0.9753929709123191	365169	4201	8340	6158	0.9673299154917836
1000	freq	2.3201169227365472	737856	0	28080	0	0.9633389734912577	184472	0	7018	0	0.9633505666092224	369370	0	14498	0	0.9622318088509592
1000	count	2.6692966676192444	732915	4859	13201	14961	0.9764210064548474	183347	1207	3228	3708	0.9768395216460389	364906	4464	7692	6806	0.9683328644221452
1000	freq	2.6692966676192444	737629	0	28307	0	0.9630426040818032	184699	0	6791	0	0.9645360071021986	369370	0	14498	0	0.9622318088509592
1000	count	3.0551999668446745	730372	7310	11620	16634	0.9752851413172903	182873	1773	2873	3971	0.9757376364301008	363184	6186	6953	7545	0.9657720883220273
1000	freq	3.0551999668446745	737944	0	27992	0	0.9634538655971256	184384	0	7106	0	0.9628910125855136	369370	0	14498	0	0.9622318088509592
1000	count	3.4816890703380645	729287	8582	10933	17134	0.9745213699316915	182295	2164	2799	4232	0.9740821975037861	362422	6948	6595	7903	0.964719643210687
1000	freq	3.4816890703380645	737837	0	28099	0	0.9633141672411272	184491	0	6999	0	0.963449788500705	369370	0	14498	0	0.9622318088509592
1000	count	3.953032424395115	726418	11265	9566	18687	0.9728032107121222	181741	2904	2476	4369	0.9719045380959841	360278	9092	5856	8642	0.9610595308804069
1000	freq	3.953032424395115	737736	6	28173	21	0.9632097198721564	184586	0	6898	6	0.9639772311870072	369360	10	14484	14	0.9622422290995863
1000	count	4.4739473917272	726621	11185	9349	18781	0.9731909715694261	181676	2846	2295	4673	0.9731526450467387	359844	9526	5558	8940	0.9607052424270843
1000	freq	4.4739473917272	738104	18	27676	138	0.9638429320465417	184202	4	7258	26	0.9620763486343934	369337	33	14423	75	0.9623412214615441
