articl	0.0035899116118070376
page	0.00274152387797347
the	0.00267110228398696
edit	0.00247233439677337
wikipedia	0.002785025667018885
use	0.001869431522330033
talk	0.0023636802379289248
you	0.010468672987595242
like	0.0033976136419657257
one	0.002019013067614053
pleas	0.0021360144600133537
would	0.0017644441330899744
delet	0.0018030243208971624
dont	0.0033756010681621346
thank	0.0018886276090959249
sourc	0.0011116461105217868
see	0.0016112518307945523
think	0.002017942773743266
make	0.0016192248184185788
also	0.0015273717402097394
know	0.002244996697332853
time	0.0014917289843426073
peopl	0.00205345011981332
say	0.0017161124736751394
get	0.002884140666012203
thi	0.0017520210490843422
block	0.0021279637427902014
need	0.001220964556405517
may	0.0008441146633528573
remov	0.0009968025187288788
want	0.0020401565463447784
name	0.0009929461788034755
link	0.00063982771936738
your	0.004062607190006758
person	0.0014220791126397603
discuss	0.000804429279358171
look	0.0012693018968464602
user	0.001173878484534591
work	0.0009347764070946008
even	0.0012151600910011997
help	0.0007105194849359239
inform	0.0006471965211599592
that	0.001637893465047581
good	0.0011912005439624325
refer	0.0007055690969405592
comment	0.0011182305426377537
fuck	0.09772392402782643
chang	0.0010031841929317366
way	0.0011168314875777106
well	0.0011981666316217036
list	0.0005421903073681022
could	0.000765445109723336
imag	0.00037566059696440856
editor	0.0007931013703690874
tri	0.0012471563191941242
section	0.0005639557359111887
and	0.0019216719958401616
point	0.0007028178441278276
question	0.0006423866511184539
new	0.0007800922356526374
thing	0.0011379970205348793
read	0.0009249615290433821
ad	0.000732806824610777
take	0.0011524360176815723
first	0.0006428023099798664
fact	0.0009267249333803453
there	0.0008795587898932457
seem	0.0007480899270554189
vandal	0.0014833022532205612
find	0.0006464454496884619
state	0.0005713025940585388
reason	0.0007402098142863922
revert	0.0011121616152796217
right	0.0012497080920298542
made	0.0008067952945359477
mani	0.000621402987758424
ask	0.0006427220716771203
place	0.0005490552716576517
much	0.0007460830933807872
realli	0.0013392899231729214
what	0.0019391133898644397
mean	0.000998438307228654
ive	0.0006782055333068619
includ	0.00041825748728626717
sinc	0.0005596268602137524
add	0.0004605570695673597
tag	0.00014926117799162855
note	0.00034513843918859883
word	0.0008382199080074725
creat	0.0003263510080721801
call	0.0012388966212785548
back	0.001171932069860855
contribut	0.0004789700934603438
someon	0.0008434174953207038
post	0.0007760170625650281
polici	0.0003054189021112349
still	0.0009081671360649922
issu	0.0003257273722881275
content	0.00030407148951251407
stop	0.0021155878172234932
two	0.0005261221302489236
actual	0.0007137912564766203
year	0.0006545378621609993
consid	0.00042406844127543627
put	0.0009215706219988329
said	0.0008975578092181952
but	0.0007294750650888927
someth	0.0009482110057129444
case	0.0004320611049988923
claim	0.00044398821103260673
go	0.001131413292213144
mention	0.0004377155693110165
come	0.0011870404616322648
without	0.0005499122959872583
feel	0.0006703254429430584
show	0.0005044832552095832
sure	0.0005188845490995824
problem	0.0006542828651684746
hope	0.0007888266108498561
let	0.0009036481191652608
give	0.0010694862304694492
it	0.0010527161752977607
differ	0.00041290747637935026
histori	0.0003986775318713354
interest	0.0003438695209992637
believ	0.00051511265488745
utc	0.0007675891770399253
subject	0.00019200595411887538
doesnt	0.0006259952035540718
keep	0.000917160106429935
welcom	0.0002791526096863311
anoth	0.0006010813715206228
write	0.0006242659959239646
day	0.0007627907818338742
notabl	0.00021356387419574647
might	0.0004056104836332412
continu	0.0005031125506969578
part	0.0003930558074146539
start	0.00044028129168721
howev	0.0003367841395518561
suggest	0.00038469998742604773
attack	0.0008541547795125508
never	0.0007430393836545741
request	0.00033201882104893425
done	0.0005185563111751585
origin	0.0002709135115807106
understand	0.0005374538854728397
cant	0.0010673072693067347
follow	0.0003772080148381736
better	0.0007476106945780167
support	0.0003733550081609866
gener	0.00025101902235606503
view	0.00025086978000364715
copyright	0.00011006169005890555
agre	0.0004926841833503451
admin	0.0009437663882114661
anyth	0.0007460768633237709
regard	0.0004003561366557339
provid	0.00023386301753240598
ill	0.000911948434414863
didnt	0.0008166446595846247
